Location.1,Values,Educational Attainment,Year
Haywood County,12.4%,Percent bachelor's degree or higher,2017
Haywood County,13.4%,"9th to 12th grade, no diploma",2017
Haywood County,18.8%,"Some college, no degree",2017
Haywood County,4.5%,Associate's degree,2017
Haywood County,4.6%,Graduate or professional degree,2017
Haywood County,45.2%,High school graduate (includes equivalency),2017
Haywood County,5.8%,Less than 9th grade,2017
Haywood County,7.8%,Bachelor's degree,2017
Haywood County,80.8%,Percent high school graduate or higher,2017
Henderson County,13.3%,"9th to 12th grade, no diploma",2017
Henderson County,14.4%,Percent bachelor's degree or higher,2017
Henderson County,"19,337",Population 25 years and over,2017
Henderson County,19.5%,"Some college, no degree",2017
Henderson County,4.5%,Graduate or professional degree,2017
Henderson County,40.2%,High school graduate (includes equivalency),2017
Henderson County,5.7%,Less than 9th grade,2017
Henderson County,6.9%,Associate's degree,2017
Henderson County,81.0%,Percent high school graduate or higher,2017
Henderson County,9.8%,Bachelor's degree,2017
Henry County,15.9%,Percent bachelor's degree or higher,2017
Henry County,18.0%,"Some college, no degree",2017
Henry County,"23,243",Population 25 years and over,2017
Henry County,4.4%,Associate's degree,2017
Henry County,46.7%,High school graduate (includes equivalency),2017
Henry County,5.2%,Less than 9th grade,2017
Henry County,6.9%,Graduate or professional degree,2017
Henry County,8.9%,Bachelor's degree,2017
Henry County,85.0%,Percent high school graduate or higher,2017
Henry County,9.8%,"9th to 12th grade, no diploma",2017
Hickman County,11.0%,Percent bachelor's degree or higher,2017
Hickman County,14.1%,"9th to 12th grade, no diploma",2017
Hickman County,"17,137",Population 25 years and over,2017
Hickman County,18.4%,"Some college, no degree",2017
Hickman County,4.0%,Graduate or professional degree,2017
Hickman County,43.6%,High school graduate (includes equivalency),2017
Hickman County,5.8%,Associate's degree,2017
Hickman County,7.0%,Bachelor's degree,2017
Hickman County,7.2%,Less than 9th grade,2017
Hickman County,78.7%,Percent high school graduate or higher,2017
Houston County,10.7%,Percent bachelor's degree or higher,2017
Houston County,16.4%,"Some college, no degree",2017
Houston County,17.0%,"9th to 12th grade, no diploma",2017
Houston County,2.5%,Graduate or professional degree,2017
Houston County,3.7%,Associate's degree,2017
Houston County,46.3%,High school graduate (includes equivalency),2017
Houston County,"5,714",Population 25 years and over,2017
Houston County,5.8%,Less than 9th grade,2017
Houston County,77.2%,Percent high school graduate or higher,2017
Houston County,8.3%,Bachelor's degree,2017
Humphreys County,11.7%,"9th to 12th grade, no diploma",2017
Humphreys County,"12,890",Population 25 years and over,2017
Humphreys County,12.5%,Percent bachelor's degree or higher,2017
Humphreys County,21.4%,"Some college, no degree",2017
Humphreys County,4.8%,Associate's degree,2017
Humphreys County,44.4%,High school graduate (includes equivalency),2017
Humphreys County,5.3%,Less than 9th grade,2017
Humphreys County,5.4%,Graduate or professional degree,2017
Humphreys County,7.1%,Bachelor's degree,2017
Humphreys County,83.1%,Percent high school graduate or higher,2017
Jackson County,10.6%,Less than 9th grade,2017
Jackson County,11.6%,"9th to 12th grade, no diploma",2017
Jackson County,17.3%,"Some college, no degree",2017
Jackson County,3.3%,Graduate or professional degree,2017
Jackson County,4.8%,Bachelor's degree,2017
Jackson County,46.7%,High school graduate (includes equivalency),2017
Jackson County,5.7%,Associate's degree,2017
Jackson County,77.8%,Percent high school graduate or higher,2017
Jackson County,"8,551",Population 25 years and over,2017
Jackson County,8.1%,Percent bachelor's degree or higher,2017
Jefferson County,16.2%,Percent bachelor's degree or higher,2017
Jefferson County,21.4%,"Some college, no degree",2017
Jefferson County,"37,176",Population 25 years and over,2017
Jefferson County,38.3%,High school graduate (includes equivalency),2017
Jefferson County,6.4%,Graduate or professional degree,2017
Jefferson County,6.9%,Less than 9th grade,2017
Jefferson County,7.5%,Associate's degree,2017
Jefferson County,83.4%,Percent high school graduate or higher,2017
Jefferson County,9.7%,"9th to 12th grade, no diploma",2017
Jefferson County,9.8%,Bachelor's degree,2017
Johnson County,10.9%,Percent bachelor's degree or higher,2017
Johnson County,"13,489",Population 25 years and over,2017
Johnson County,14.0%,"9th to 12th grade, no diploma",2017
Johnson County,17.5%,"Some college, no degree",2017
Johnson County,3.2%,Graduate or professional degree,2017
Johnson County,41.1%,High school graduate (includes equivalency),2017
Johnson County,7.6%,Associate's degree,2017
Johnson County,7.6%,Bachelor's degree,2017
Johnson County,77.2%,Percent high school graduate or higher,2017
Johnson County,8.8%,Less than 9th grade,2017
Knox County,14.6%,Graduate or professional degree,2017
Knox County,2.9%,Less than 9th grade,2017
Knox County,20.6%,"Some college, no degree",2017
Knox County,21.9%,Bachelor's degree,2017
Knox County,25.9%,High school graduate (includes equivalency),2017
Knox County,"300,733",Population 25 years and over,2017
Knox County,36.5%,Percent bachelor's degree or higher,2017
Knox County,6.2%,"9th to 12th grade, no diploma",2017
Knox County,7.9%,Associate's degree,2017
Knox County,90.9%,Percent high school graduate or higher,2017
Lake County,10.1%,Less than 9th grade,2017
Lake County,14.3%,"Some college, no degree",2017
Lake County,16.4%,"9th to 12th grade, no diploma",2017
Lake County,3.6%,Associate's degree,2017
Lake County,4.0%,Graduate or professional degree,2017
Lake County,46.2%,High school graduate (includes equivalency),2017
Lake County,"5,666",Population 25 years and over,2017
Lake County,5.4%,Bachelor's degree,2017
Lake County,73.5%,Percent high school graduate or higher,2017
Lake County,9.4%,Percent bachelor's degree or higher,2017
Lauderdale County,16.1%,"9th to 12th grade, no diploma",2017
Lauderdale County,"17,960",Population 25 years and over,2017
Lauderdale County,17.5%,"Some college, no degree",2017
Lauderdale County,3.3%,Graduate or professional degree,2017
Lauderdale County,4.5%,Associate's degree,2017
Lauderdale County,44.5%,High school graduate (includes equivalency),2017
Lauderdale County,5.3%,Bachelor's degree,2017
Lauderdale County,75.2%,Percent high school graduate or higher,2017
Lauderdale County,8.6%,Percent bachelor's degree or higher,2017
Lauderdale County,8.7%,Less than 9th grade,2017
Lawrence County,10.3%,"9th to 12th grade, no diploma",2017
Lawrence County,12.2%,Percent bachelor's degree or higher,2017
Lawrence County,18.4%,"Some college, no degree",2017
Lawrence County,"28,675",Population 25 years and over,2017
Lawrence County,43.5%,High school graduate (includes equivalency),2017
Lawrence County,5.1%,Graduate or professional degree,2017
Lawrence County,6.7%,Associate's degree,2017
Lawrence County,7.1%,Bachelor's degree,2017
Lawrence County,8.9%,Less than 9th grade,2017
Lawrence County,80.8%,Percent high school graduate or higher,2017
Lewis County,10.2%,"9th to 12th grade, no diploma",2017
Lewis County,12.0%,Percent bachelor's degree or higher,2017
Lewis County,20.6%,"Some college, no degree",2017
Lewis County,3.7%,Graduate or professional degree,2017
Lewis County,42.9%,High school graduate (includes equivalency),2017
Lewis County,6.6%,Less than 9th grade,2017
Lewis County,7.7%,Associate's degree,2017
Lewis County,"8,530",Population 25 years and over,2017
Lewis County,8.3%,Bachelor's degree,2017
Lewis County,83.2%,Percent high school graduate or higher,2017
Lincoln County,11.7%,"9th to 12th grade, no diploma",2017
Lincoln County,12.1%,Bachelor's degree,2017
Lincoln County,17.0%,"Some college, no degree",2017
Lincoln County,18.3%,Percent bachelor's degree or higher,2017
Lincoln County,"23,620",Population 25 years and over,2017
Lincoln County,41.1%,High school graduate (includes equivalency),2017
Lincoln County,5.5%,Less than 9th grade,2017
Lincoln County,6.1%,Graduate or professional degree,2017
Lincoln County,6.4%,Associate's degree,2017
Lincoln County,82.8%,Percent high school graduate or higher,2017
Loudon County,10.1%,Graduate or professional degree,2017
Loudon County,16.0%,Bachelor's degree,2017
Loudon County,18.8%,"Some college, no degree",2017
Loudon County,26.2%,Percent bachelor's degree or higher,2017
Loudon County,33.7%,High school graduate (includes equivalency),2017
Loudon County,"37,341",Population 25 years and over,2017
Loudon County,6.7%,Associate's degree,2017
Loudon County,7.1%,Less than 9th grade,2017
Loudon County,7.6%,"9th to 12th grade, no diploma",2017
Loudon County,85.4%,Percent high school graduate or higher,2017
Macon County,11.2%,"9th to 12th grade, no diploma",2017
Macon County,"15,655",Population 25 years and over,2017
Macon County,15.3%,"Some college, no degree",2017
Macon County,4.1%,Graduate or professional degree,2017
Macon County,47.4%,High school graduate (includes equivalency),2017
Macon County,5.6%,Bachelor's degree,2017
Macon County,6.6%,Associate's degree,2017
Macon County,78.9%,Percent high school graduate or higher,2017
Macon County,9.6%,Percent bachelor's degree or higher,2017
Macon County,9.9%,Less than 9th grade,2017
Madison County,17.1%,Bachelor's degree,2017
Madison County,21.4%,"Some college, no degree",2017
Madison County,26.1%,Percent bachelor's degree or higher,2017
Madison County,3.6%,Less than 9th grade,2017
Madison County,34.2%,High school graduate (includes equivalency),2017
Madison County,"64,697",Population 25 years and over,2017
Madison County,7.0%,Associate's degree,2017
Madison County,7.6%,"9th to 12th grade, no diploma",2017
Madison County,88.8%,Percent high school graduate or higher,2017
Madison County,9.1%,Graduate or professional degree,2017
Marion County,10.7%,"9th to 12th grade, no diploma",2017
Marion County,13.0%,Percent bachelor's degree or higher,2017
Marion County,"20,220",Population 25 years and over,2017
Marion County,22.8%,"Some college, no degree",2017
Marion County,38.4%,High school graduate (includes equivalency),2017
Marion County,4.5%,Graduate or professional degree,2017
Marion County,7.1%,Associate's degree,2017
Marion County,8.1%,Less than 9th grade,2017
Marion County,8.5%,Bachelor's degree,2017
Marion County,81.3%,Percent high school graduate or higher,2017
Marshall County,13.4%,Percent bachelor's degree or higher,2017
Marshall County,20.7%,"Some college, no degree",2017
Marshall County,"21,771",Population 25 years and over,2017
Marshall County,3.8%,Graduate or professional degree,2017
Marshall County,43.4%,High school graduate (includes equivalency),2017
Marshall County,6.0%,Less than 9th grade,2017
Marshall County,7.7%,Associate's degree,2017
Marshall County,8.7%,"9th to 12th grade, no diploma",2017
Marshall County,85.3%,Percent high school graduate or higher,2017
Marshall County,9.7%,Bachelor's degree,2017
Maury County,14.0%,Bachelor's degree,2017
Maury County,20.7%,Percent bachelor's degree or higher,2017
Maury County,23.4%,"Some college, no degree",2017
Maury County,3.9%,Less than 9th grade,2017
Maury County,36.3%,High school graduate (includes equivalency),2017
Maury County,6.7%,"9th to 12th grade, no diploma",2017
Maury County,6.7%,Graduate or professional degree,2017
Maury County,"60,140",Population 25 years and over,2017
Maury County,89.4%,Percent high school graduate or higher,2017
Maury County,9.1%,Associate's degree,2017
McMinn County,15.4%,Percent bachelor's degree or higher,2017
McMinn County,17.6%,"Some college, no degree",2017
McMinn County,"36,911",Population 25 years and over,2017
McMinn County,43.4%,High school graduate (includes equivalency),2017
McMinn County,5.5%,Graduate or professional degree,2017
McMinn County,6.1%,Less than 9th grade,2017
McMinn County,7.6%,Associate's degree,2017
McMinn County,84.0%,Percent high school graduate or higher,2017
McMinn County,9.9%,"9th to 12th grade, no diploma",2017
McMinn County,9.9%,Bachelor's degree,2017
McNairy County,11.9%,"9th to 12th grade, no diploma",2017
McNairy County,12.2%,Percent bachelor's degree or higher,2017
McNairy County,17.9%,"Some college, no degree",2017
McNairy County,"18,111",Population 25 years and over,2017
McNairy County,4.0%,Graduate or professional degree,2017
McNairy County,44.1%,High school graduate (includes equivalency),2017
McNairy County,5.9%,Associate's degree,2017
McNairy County,8.0%,Less than 9th grade,2017
McNairy County,8.3%,Bachelor's degree,2017
McNairy County,80.2%,Percent high school graduate or higher,2017
Meigs County,11.0%,"9th to 12th grade, no diploma",2017
Meigs County,19.8%,"Some college, no degree",2017
Meigs County,4.9%,Bachelor's degree,2017
Meigs County,4.9%,Graduate or professional degree,2017
Meigs County,46.0%,High school graduate (includes equivalency),2017
Meigs County,6.6%,Less than 9th grade,2017
Meigs County,6.8%,Associate's degree,2017
Meigs County,"8,549",Population 25 years and over,2017
Meigs County,82.4%,Percent high school graduate or higher,2017
Meigs County,9.8%,Percent bachelor's degree or higher,2017
Monroe County,11.7%,Percent bachelor's degree or higher,2017
Monroe County,12.3%,"9th to 12th grade, no diploma",2017
Monroe County,17.8%,"Some college, no degree",2017
Monroe County,"32,041",Population 25 years and over,2017
Monroe County,4.2%,Graduate or professional degree,2017
Monroe County,41.3%,High school graduate (includes equivalency),2017
Monroe County,7.4%,Associate's degree,2017
Monroe County,7.5%,Bachelor's degree,2017
Monroe County,78.2%,Percent high school graduate or higher,2017
Monroe County,9.6%,Less than 9th grade,2017
Montgomery County,"117,962",Population 25 years and over,2017
Montgomery County,18.0%,Bachelor's degree,2017
Montgomery County,2.5%,Less than 9th grade,2017
Montgomery County,26.2%,Percent bachelor's degree or higher,2017
Montgomery County,27.0%,"Some college, no degree",2017
Montgomery County,29.4%,High school graduate (includes equivalency),2017
Montgomery County,5.6%,"9th to 12th grade, no diploma",2017
Montgomery County,8.3%,Graduate or professional degree,2017
Montgomery County,9.1%,Associate's degree,2017
Montgomery County,91.8%,Percent high school graduate or higher,2017
Moore County,13.0%,Bachelor's degree,2017
Moore County,19.3%,"Some college, no degree",2017
Moore County,19.5%,Percent bachelor's degree or higher,2017
Moore County,"4,566",Population 25 years and over,2017
Moore County,4.7%,Less than 9th grade,2017
Moore County,41.2%,High school graduate (includes equivalency),2017
Moore County,6.4%,Graduate or professional degree,2017
Moore County,7.3%,Associate's degree,2017
Moore County,8.0%,"9th to 12th grade, no diploma",2017
Moore County,87.3%,Percent high school graduate or higher,2017
Morgan County,12.4%,"9th to 12th grade, no diploma",2017
Morgan County,"15,609",Population 25 years and over,2017
Morgan County,16.7%,"Some college, no degree",2017
Morgan County,2.9%,Graduate or professional degree,2017
Morgan County,4.8%,Bachelor's degree,2017
Morgan County,50.6%,High school graduate (includes equivalency),2017
Morgan County,6.2%,Less than 9th grade,2017
Morgan County,6.5%,Associate's degree,2017
Morgan County,7.7%,Percent bachelor's degree or higher,2017
Morgan County,81.4%,Percent high school graduate or higher,2017
Obion County,10.2%,Bachelor's degree,2017
Obion County,15.6%,Percent bachelor's degree or higher,2017
Obion County,20.0%,"Some college, no degree",2017
Obion County,"21,400",Population 25 years and over,2017
Obion County,42.4%,High school graduate (includes equivalency),2017
Obion County,5.1%,Associate's degree,2017
Obion County,5.4%,Graduate or professional degree,2017
Obion County,8.1%,Less than 9th grade,2017
Obion County,8.8%,"9th to 12th grade, no diploma",2017
Obion County,83.1%,Percent high school graduate or higher,2017
Overton County,11.5%,Less than 9th grade,2017
Overton County,13.0%,Percent bachelor's degree or higher,2017
Overton County,"15,314",Population 25 years and over,2017
Overton County,15.9%,"Some college, no degree",2017
Overton County,4.5%,Graduate or professional degree,2017
Overton County,4.8%,Associate's degree,2017
Overton County,45.8%,High school graduate (includes equivalency),2017
Overton County,79.6%,Percent high school graduate or higher,2017
Overton County,8.5%,Bachelor's degree,2017
Overton County,8.9%,"9th to 12th grade, no diploma",2017
Perry County,10.8%,Percent bachelor's degree or higher,2017
Perry County,16.9%,"9th to 12th grade, no diploma",2017
Perry County,20.6%,"Some college, no degree",2017
Perry County,3.7%,Graduate or professional degree,2017
Perry County,37.7%,High school graduate (includes equivalency),2017
Perry County,"5,578",Population 25 years and over,2017
Perry County,5.2%,Associate's degree,2017
Perry County,7.2%,Bachelor's degree,2017
Perry County,74.3%,Percent high school graduate or higher,2017
Perry County,8.7%,Less than 9th grade,2017
Pickett County,12.9%,"9th to 12th grade, no diploma",2017
Pickett County,13.2%,Less than 9th grade,2017
Pickett County,17.4%,"Some college, no degree",2017
Pickett County,2.3%,Graduate or professional degree,2017
Pickett County,"3,950",Population 25 years and over,2017
Pickett County,4.7%,Bachelor's degree,2017
Pickett County,40.9%,High school graduate (includes equivalency),2017
Pickett County,7.0%,Percent bachelor's degree or higher,2017
Pickett County,73.9%,Percent high school graduate or higher,2017
Pickett County,8.6%,Associate's degree,2017
Polk County,10.8%,Percent bachelor's degree or higher,2017
Polk County,11.0%,"9th to 12th grade, no diploma",2017
Polk County,"12,097",Population 25 years and over,2017
Polk County,20.9%,"Some college, no degree",2017
Polk County,4.2%,Graduate or professional degree,2017
Polk County,40.5%,High school graduate (includes equivalency),2017
Polk County,6.6%,Bachelor's degree,2017
Polk County,8.2%,Associate's degree,2017
Polk County,8.5%,Less than 9th grade,2017
Polk County,80.5%,Percent high school graduate or higher,2017
Putnam County,15.8%,Bachelor's degree,2017
Putnam County,17.9%,"Some college, no degree",2017
Putnam County,24.8%,Percent bachelor's degree or higher,2017
Putnam County,37.7%,High school graduate (includes equivalency),2017
Putnam County,"48,159",Population 25 years and over,2017
Putnam County,5.0%,Associate's degree,2017
Putnam County,7.0%,Less than 9th grade,2017
Putnam County,7.6%,"9th to 12th grade, no diploma",2017
Putnam County,85.3%,Percent high school graduate or higher,2017
Putnam County,9.0%,Graduate or professional degree,2017
Rhea County,13.7%,"9th to 12th grade, no diploma",2017
Rhea County,14.2%,Percent bachelor's degree or higher,2017
Rhea County,20.1%,"Some college, no degree",2017
Rhea County,"22,093",Population 25 years and over,2017
Rhea County,36.7%,High school graduate (includes equivalency),2017
Rhea County,5.1%,Graduate or professional degree,2017
Rhea County,6.3%,Associate's degree,2017
Rhea County,77.3%,Percent high school graduate or higher,2017
Rhea County,9.1%,Bachelor's degree,2017
Rhea County,9.1%,Less than 9th grade,2017
Roane County,11.5%,Bachelor's degree,2017
Roane County,19.3%,Percent bachelor's degree or higher,2017
Roane County,21.2%,"Some college, no degree",2017
Roane County,37.7%,High school graduate (includes equivalency),2017
Roane County,"38,880",Population 25 years and over,2017
Roane County,5.2%,Less than 9th grade,2017
Roane County,7.9%,Graduate or professional degree,2017
Roane County,8.1%,"9th to 12th grade, no diploma",2017
Roane County,8.5%,Associate's degree,2017
Roane County,86.7%,Percent high school graduate or higher,2017
Robertson County,12.2%,Bachelor's degree,2017
Robertson County,18.1%,Percent bachelor's degree or higher,2017
Robertson County,21.1%,"Some college, no degree",2017
Robertson County,39.5%,High school graduate (includes equivalency),2017
Robertson County,4.5%,Less than 9th grade,2017
Robertson County,"46,223",Population 25 years and over,2017
Robertson County,6.0%,Graduate or professional degree,2017
Robertson County,8.0%,Associate's degree,2017
Robertson County,8.7%,"9th to 12th grade, no diploma",2017
Robertson County,86.7%,Percent high school graduate or higher,2017
Rutherford County,"185,540",Population 25 years and over,2017
Rutherford County,22.3%,Bachelor's degree,2017
Rutherford County,22.7%,"Some college, no degree",2017
Rutherford County,28.5%,High school graduate (includes equivalency),2017
Rutherford County,3.3%,Less than 9th grade,2017
Rutherford County,31.8%,Percent bachelor's degree or higher,2017
Rutherford County,5.9%,"9th to 12th grade, no diploma",2017
Rutherford County,7.8%,Associate's degree,2017
Rutherford County,9.6%,Graduate or professional degree,2017
Rutherford County,90.8%,Percent high school graduate or higher,2017
Scott County,13.6%,"9th to 12th grade, no diploma",2017
Scott County,"14,877",Population 25 years and over,2017
Scott County,18.2%,"Some college, no degree",2017
Scott County,4.0%,Graduate or professional degree,2017
Scott County,4.4%,Bachelor's degree,2017
Scott County,45.3%,High school graduate (includes equivalency),2017
Scott County,6.3%,Associate's degree,2017
Scott County,78.1%,Percent high school graduate or higher,2017
Scott County,8.3%,Less than 9th grade,2017
Scott County,8.3%,Percent bachelor's degree or higher,2017
Sequatchie County,"10,320",Population 25 years and over,2017
Sequatchie County,14.5%,Percent bachelor's degree or higher,2017
Sequatchie County,19.1%,"Some college, no degree",2017
Sequatchie County,40.8%,High school graduate (includes equivalency),2017
Sequatchie County,5.9%,Graduate or professional degree,2017
Sequatchie County,7.1%,Less than 9th grade,2017
Sequatchie County,8.5%,Bachelor's degree,2017
Sequatchie County,8.6%,Associate's degree,2017
Sequatchie County,83.1%,Percent high school graduate or higher,2017
Sequatchie County,9.8%,"9th to 12th grade, no diploma",2017
Sevier County,10.3%,"9th to 12th grade, no diploma",2017
Sevier County,11.7%,Bachelor's degree,2017
Sevier County,18.0%,Percent bachelor's degree or higher,2017
Sevier County,21.5%,"Some college, no degree",2017
Sevier County,36.4%,High school graduate (includes equivalency),2017
Sevier County,6.3%,Graduate or professional degree,2017
Sevier County,6.3%,Less than 9th grade,2017
Sevier County,"67,341",Population 25 years and over,2017
Sevier County,7.5%,Associate's degree,2017
Sevier County,83.5%,Percent high school graduate or higher,2017
Shelby County,11.9%,Graduate or professional degree,2017
Shelby County,18.6%,Bachelor's degree,2017
Shelby County,23.5%,"Some college, no degree",2017
Shelby County,27.1%,High school graduate (includes equivalency),2017
Shelby County,30.6%,Percent bachelor's degree or higher,2017
Shelby County,4.2%,Less than 9th grade,2017
Shelby County,6.4%,Associate's degree,2017
Shelby County,"607,366",Population 25 years and over,2017
Shelby County,8.2%,"9th to 12th grade, no diploma",2017
Shelby County,87.6%,Percent high school graduate or higher,2017
Smith County,11.2%,Percent bachelor's degree or higher,2017
Smith County,"13,197",Population 25 years and over,2017
Smith County,18.4%,"Some college, no degree",2017
Smith County,4.3%,Graduate or professional degree,2017
Smith County,48.0%,High school graduate (includes equivalency),2017
Smith County,6.3%,Associate's degree,2017
Smith County,6.8%,Bachelor's degree,2017
Smith County,7.7%,Less than 9th grade,2017
Smith County,8.4%,"9th to 12th grade, no diploma",2017
Smith County,83.8%,Percent high school graduate or higher,2017
Stewart County,15.1%,Percent bachelor's degree or higher,2017
Stewart County,22.1%,"Some college, no degree",2017
Stewart County,4.0%,Less than 9th grade,2017
Stewart County,42.5%,High school graduate (includes equivalency),2017
Stewart County,5.5%,Graduate or professional degree,2017
Stewart County,7.6%,Associate's degree,2017
Stewart County,8.6%,"9th to 12th grade, no diploma",2017
Stewart County,87.4%,Percent high school graduate or higher,2017
Stewart County,"9,417",Population 25 years and over,2017
Stewart County,9.7%,Bachelor's degree,2017
Sullivan County,"113,348",Population 25 years and over,2017
Sullivan County,13.3%,Bachelor's degree,2017
Sullivan County,20.3%,"Some college, no degree",2017
Sullivan County,22.0%,Percent bachelor's degree or higher,2017
Sullivan County,35.4%,High school graduate (includes equivalency),2017
Sullivan County,5.5%,Less than 9th grade,2017
Sullivan County,8.0%,Associate's degree,2017
Sullivan County,8.7%,"9th to 12th grade, no diploma",2017
Sullivan County,8.7%,Graduate or professional degree,2017
Sullivan County,85.7%,Percent high school graduate or higher,2017
Sumner County,"119,289",Population 25 years and over,2017
Sumner County,17.9%,Bachelor's degree,2017
Sumner County,23.6%,"Some college, no degree",2017
Sumner County,26.5%,Percent bachelor's degree or higher,2017
Sumner County,3.6%,Less than 9th grade,2017
Sumner County,31.4%,High school graduate (includes equivalency),2017
Sumner County,6.8%,"9th to 12th grade, no diploma",2017
Sumner County,8.1%,Associate's degree,2017
Sumner County,8.7%,Graduate or professional degree,2017
Sumner County,89.6%,Percent high school graduate or higher,2017
Tennessee,16.5%,Bachelor's degree,2017
Tennessee,20.9%,"Some college, no degree",2017
Tennessee,26.1%,Percent bachelor's degree or higher,2017
Tennessee,32.6%,High school graduate (includes equivalency),2017
Tennessee,"4,478,450",Population 25 years and over,2017
Tennessee,5.1%,Less than 9th grade,2017
Tennessee,7.0%,Associate's degree,2017
Tennessee,8.4%,"9th to 12th grade, no diploma",2017
Tennessee,86.5%,Percent high school graduate or higher,2017
Tennessee,9.6%,Graduate or professional degree,2017
Tipton County,15.3%,Percent bachelor's degree or higher,2017
Tipton County,23.5%,"Some college, no degree",2017
Tipton County,4.0%,Less than 9th grade,2017
Tipton County,"40,435",Population 25 years and over,2017
Tipton County,40.2%,High school graduate (includes equivalency),2017
Tipton County,5.8%,Graduate or professional degree,2017
Tipton County,7.5%,Associate's degree,2017
Tipton County,86.4%,Percent high school graduate or higher,2017
Tipton County,9.5%,Bachelor's degree,2017
Tipton County,9.6%,"9th to 12th grade, no diploma",2017
Trousdale County,10.8%,Bachelor's degree,2017
Trousdale County,11.8%,"9th to 12th grade, no diploma",2017
Trousdale County,15.2%,Percent bachelor's degree or higher,2017
Trousdale County,20.3%,"Some college, no degree",2017
Trousdale County,4.4%,Associate's degree,2017
Trousdale County,4.5%,Graduate or professional degree,2017
Trousdale County,40.0%,High school graduate (includes equivalency),2017
Trousdale County,"5,999",Population 25 years and over,2017
Trousdale County,79.8%,Percent high school graduate or higher,2017
Trousdale County,8.4%,Less than 9th grade,2017
Unicoi County,10.1%,Bachelor's degree,2017
Unicoi County,"13,171",Population 25 years and over,2017
Unicoi County,14.9%,Percent bachelor's degree or higher,2017
Unicoi County,19.4%,"Some college, no degree",2017
Unicoi County,4.8%,Graduate or professional degree,2017
Unicoi County,40.7%,High school graduate (includes equivalency),2017
Unicoi County,7.8%,Less than 9th grade,2017
Unicoi County,7.9%,Associate's degree,2017
Unicoi County,82.9%,Percent high school graduate or higher,2017
Unicoi County,9.4%,"9th to 12th grade, no diploma",2017
Union County,10.8%,Less than 9th grade,2017
Union County,12.0%,"9th to 12th grade, no diploma",2017
Union County,"13,463",Population 25 years and over,2017
Union County,16.6%,"Some college, no degree",2017
Union County,3.4%,Graduate or professional degree,2017
Union County,46.7%,High school graduate (includes equivalency),2017
Union County,5.1%,Associate's degree,2017
Union County,5.4%,Bachelor's degree,2017
Union County,77.2%,Percent high school graduate or higher,2017
Union County,8.8%,Percent bachelor's degree or higher,2017
Van Buren County,17.1%,"Some college, no degree",2017
Van Buren County,"4,160",Population 25 years and over,2017
Van Buren County,4.8%,Graduate or professional degree,2017
Van Buren County,48.0%,High school graduate (includes equivalency),2017
Van Buren County,5.1%,Bachelor's degree,2017
Van Buren County,5.8%,Associate's degree,2017
Van Buren County,80.8%,Percent high school graduate or higher,2017
Van Buren County,9.3%,"9th to 12th grade, no diploma",2017
Van Buren County,9.9%,Less than 9th grade,2017
Van Buren County,9.9%,Percent bachelor's degree or higher,2017
Warren County,12.5%,"9th to 12th grade, no diploma",2017
Warren County,14.4%,Percent bachelor's degree or higher,2017
Warren County,17.5%,"Some college, no degree",2017
Warren County,"27,431",Population 25 years and over,2017
Warren County,4.9%,Associate's degree,2017
Warren County,42.6%,High school graduate (includes equivalency),2017
Warren County,5.8%,Graduate or professional degree,2017
Warren County,79.3%,Percent high school graduate or higher,2017
Warren County,8.2%,Less than 9th grade,2017
Warren County,8.6%,Bachelor's degree,2017
Washington County,13.2%,Graduate or professional degree,2017
Washington County,18.7%,Bachelor's degree,2017
Washington County,20.8%,"Some college, no degree",2017
Washington County,30.0%,High school graduate (includes equivalency),2017
Washington County,31.9%,Percent bachelor's degree or higher,2017
Washington County,4.0%,Less than 9th grade,2017
Washington County,6.4%,Associate's degree,2017
Washington County,6.9%,"9th to 12th grade, no diploma",2017
Washington County,"86,310",Population 25 years and over,2017
Washington County,89.1%,Percent high school graduate or higher,2017
Wayne County,11.1%,Percent bachelor's degree or higher,2017
Wayne County,"12,263",Population 25 years and over,2017
Wayne County,12.5%,"9th to 12th grade, no diploma",2017
Wayne County,19.4%,"Some college, no degree",2017
Wayne County,3.8%,Associate's degree,2017
Wayne County,4.7%,Graduate or professional degree,2017
Wayne County,44.7%,High school graduate (includes equivalency),2017
Wayne County,6.4%,Bachelor's degree,2017
Wayne County,79.0%,Percent high school graduate or higher,2017
Wayne County,8.5%,Less than 9th grade,2017
Weakley County,10.3%,"9th to 12th grade, no diploma",2017
Weakley County,13.4%,Bachelor's degree,2017
Weakley County,20.1%,"Some college, no degree",2017
Weakley County,20.8%,Percent bachelor's degree or higher,2017
Weakley County,"21,476",Population 25 years and over,2017
Weakley County,3.9%,Associate's degree,2017
Weakley County,39.2%,High school graduate (includes equivalency),2017
Weakley County,5.7%,Less than 9th grade,2017
Weakley County,7.5%,Graduate or professional degree,2017
Weakley County,84.0%,Percent high school graduate or higher,2017
White County,12.3%,Percent bachelor's degree or higher,2017
White County,"18,577",Population 25 years and over,2017
White County,20.8%,"Some college, no degree",2017
White County,4.2%,Graduate or professional degree,2017
White County,4.7%,Associate's degree,2017
White County,44.8%,High school graduate (includes equivalency),2017
White County,8.0%,Less than 9th grade,2017
White County,8.1%,Bachelor's degree,2017
White County,82.7%,Percent high school graduate or higher,2017
White County,9.3%,"9th to 12th grade, no diploma",2017
