district,district_name,school,school_name,alternative_school,school_year,student_group,students_iss,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_iss,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
190,Davidson County,393,John F. Kennedy Middle,No,2020,Student with Disabilities,17,16,0,2,3,105,16.2,15.2,0,1.9,2.9
190,Davidson County,395,John Overton High,No,2020,Black/Hispanic/Native American,204,70,24,3,19,1552,13.1,4.5,1.5,0.2,1.2
190,Davidson County,395,John Overton High,No,2020,Economically Disadvantaged,137,49,15,2,8,923,14.8,5.3,1.6,0.2,0.9
190,Davidson County,395,John Overton High,No,2020,English Language Learner,114,34,10,2,9,793,14.4,4.3,1.3,0.3,1.1
190,Davidson County,395,John Overton High,No,2020,Student with Disabilities,21,9,4,1,3,182,11.5,4.9,2.2,0.5,1.6
190,Davidson County,415,Julia Green Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,42,0,0,0,0,0
190,Davidson County,415,Julia Green Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,22,0,0,0,0,0
190,Davidson County,415,Julia Green Elementary,No,2020,English Language Learner,0,0,0,0,0,11,0,0,0,0,0
190,Davidson County,415,Julia Green Elementary,No,2020,Student with Disabilities,0,1,0,0,0,44,0,2.3,0,0,0
190,Davidson County,420,Robert E. Lillard Elementary,No,2020,Black/Hispanic/Native American,0,3,0,0,0,285,0,1.1,0,0,0
190,Davidson County,420,Robert E. Lillard Elementary,No,2020,Economically Disadvantaged,0,3,0,0,0,234,0,1.3,0,0,0
190,Davidson County,420,Robert E. Lillard Elementary,No,2020,English Language Learner,0,0,0,0,0,8,0,0,0,0,0
190,Davidson County,420,Robert E. Lillard Elementary,No,2020,Student with Disabilities,0,0,0,0,0,45,0,0,0,0,0
190,Davidson County,430,Lakeview Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,429,0,0,0,0,0
190,Davidson County,430,Lakeview Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,305,0,0,0,0,0
190,Davidson County,430,Lakeview Elementary,No,2020,English Language Learner,0,0,0,0,0,249,0,0,0,0,0
190,Davidson County,430,Lakeview Elementary,No,2020,Student with Disabilities,0,0,0,0,0,62,0,0,0,0,0
190,Davidson County,435,Lockeland Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,23,0,0,0,0,0
190,Davidson County,435,Lockeland Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,16,0,0,0,0,0
190,Davidson County,435,Lockeland Elementary,No,2020,Student with Disabilities,0,0,0,0,0,28,0,0,0,0,0
190,Davidson County,437,Middle College High,No,2020,Black/Hispanic/Native American,0,2,0,0,0,113,0,1.8,0,0,0
190,Davidson County,437,Middle College High,No,2020,Economically Disadvantaged,0,1,0,0,0,56,0,1.8,0,0,0
190,Davidson County,437,Middle College High,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
190,Davidson County,437,Middle College High,No,2020,Student with Disabilities,0,0,0,0,0,8,0,0,0,0,0
190,Davidson County,443,Cora Howe School,No,2020,Black/Hispanic/Native American,0,8,0,0,2,67,0,11.9,0,0,3
190,Davidson County,443,Cora Howe School,No,2020,Economically Disadvantaged,0,5,0,0,1,59,0,8.5,0,0,1.7
190,Davidson County,443,Cora Howe School,No,2020,English Language Learner,0,0,0,0,0,5,0,0,0,0,0
190,Davidson County,443,Cora Howe School,No,2020,Student with Disabilities,0,8,0,0,2,99,0,8.1,0,0,2
190,Davidson County,445,Maplewood High,No,2020,Black/Hispanic/Native American,0,192,15,22,10,950,0,20.2,1.6,2.3,1.1
190,Davidson County,445,Maplewood High,No,2020,Economically Disadvantaged,0,154,13,18,6,686,0,22.4,1.9,2.6,0.9
190,Davidson County,445,Maplewood High,No,2020,English Language Learner,0,29,3,1,1,219,0,13.2,1.4,0.5,0.5
190,Davidson County,445,Maplewood High,No,2020,Student with Disabilities,0,57,4,8,5,182,0,31.3,2.2,4.4,2.7
190,Davidson County,450,Margaret Allen Middle,No,2020,Black/Hispanic/Native American,55,69,1,0,4,538,10.2,12.8,0.2,0,0.7
190,Davidson County,450,Margaret Allen Middle,No,2020,Economically Disadvantaged,36,46,1,0,4,361,10,12.7,0.3,0,1.1
190,Davidson County,450,Margaret Allen Middle,No,2020,English Language Learner,15,16,0,0,0,221,6.8,7.2,0,0,0
190,Davidson County,450,Margaret Allen Middle,No,2020,Student with Disabilities,6,9,0,0,0,65,9.2,13.8,0,0,0
190,Davidson County,456,Martin Luther King Jr School,No,2020,Black/Hispanic/Native American,2,16,0,1,2,628,0.3,2.5,0,0.2,0.3
190,Davidson County,456,Martin Luther King Jr School,No,2020,Economically Disadvantaged,1,5,0,0,0,167,0.6,3,0,0,0
190,Davidson County,456,Martin Luther King Jr School,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
190,Davidson County,456,Martin Luther King Jr School,No,2020,Student with Disabilities,0,1,0,0,0,20,0,5,0,0,0
190,Davidson County,465,McGavock Elementary,No,2020,Black/Hispanic/Native American,0,2,0,0,0,240,0,0.8,0,0,0
190,Davidson County,465,McGavock Elementary,No,2020,Economically Disadvantaged,0,1,0,0,0,179,0,0.6,0,0,0
190,Davidson County,465,McGavock Elementary,No,2020,English Language Learner,0,0,0,0,0,107,0,0,0,0,0
190,Davidson County,465,McGavock Elementary,No,2020,Student with Disabilities,0,0,0,0,0,33,0,0,0,0,0
190,Davidson County,470,McGavock High,No,2020,Black/Hispanic/Native American,213,274,12,14,13,1699,12.5,16.1,0.7,0.8,0.8
190,Davidson County,470,McGavock High,No,2020,Economically Disadvantaged,170,226,18,12,11,1167,14.6,19.4,1.5,1,0.9
190,Davidson County,470,McGavock High,No,2020,English Language Learner,18,33,0,0,0,207,8.7,15.9,0,0,0
190,Davidson County,470,McGavock High,No,2020,Student with Disabilities,66,88,3,2,5,352,18.8,25,0.9,0.6,1.4
190,Davidson County,480,McMurray Middle,No,2020,Black/Hispanic/Native American,154,65,0,5,9,839,18.4,7.7,0,0.6,1.1
190,Davidson County,480,McMurray Middle,No,2020,Economically Disadvantaged,109,44,0,4,8,572,19.1,7.7,0,0.7,1.4
190,Davidson County,480,McMurray Middle,No,2020,English Language Learner,80,40,0,4,3,452,17.7,8.8,0,0.9,0.7
190,Davidson County,480,McMurray Middle,No,2020,Student with Disabilities,32,19,0,1,2,103,31.1,18.4,0,1,1.9
190,Davidson County,490,John Trotwood Moore Middle,No,2020,Black/Hispanic/Native American,62,47,0,4,1,308,20.1,15.3,0,1.3,0.3
190,Davidson County,490,John Trotwood Moore Middle,No,2020,Economically Disadvantaged,47,40,0,4,1,227,20.7,17.6,0,1.8,0.4
190,Davidson County,490,John Trotwood Moore Middle,No,2020,English Language Learner,2,1,0,0,0,15,13.3,6.7,0,0,0
190,Davidson County,490,John Trotwood Moore Middle,No,2020,Student with Disabilities,28,27,0,2,1,112,25,24.1,0,1.8,0.9
190,Davidson County,493,Mt. View Elementary,No,2020,Black/Hispanic/Native American,3,3,0,0,2,516,0.6,0.6,0,0,0.4
190,Davidson County,493,Mt. View Elementary,No,2020,Economically Disadvantaged,4,4,0,0,2,333,1.2,1.2,0,0,0.6
190,Davidson County,493,Mt. View Elementary,No,2020,English Language Learner,0,0,0,0,0,255,0,0,0,0,0
190,Davidson County,493,Mt. View Elementary,No,2020,Student with Disabilities,2,1,0,0,1,64,3.1,1.6,0,0,1.6
190,Davidson County,505,Murrell at Glenn School,No,2020,Black/Hispanic/Native American,0,3,0,0,0,46,0,6.5,0,0,0
190,Davidson County,505,Murrell at Glenn School,No,2020,Economically Disadvantaged,0,3,0,0,0,49,0,6.1,0,0,0
190,Davidson County,505,Murrell at Glenn School,No,2020,English Language Learner,0,0,0,0,0,4,0,0,0,0,0
190,Davidson County,505,Murrell at Glenn School,No,2020,Student with Disabilities,0,4,0,0,0,60,0,6.7,0,0,0
190,Davidson County,510,Napier Elementary,No,2020,Black/Hispanic/Native American,0,7,0,0,2,317,0,2.2,0,0,0.6
190,Davidson County,510,Napier Elementary,No,2020,Economically Disadvantaged,0,7,0,0,2,306,0,2.3,0,0,0.7
190,Davidson County,510,Napier Elementary,No,2020,English Language Learner,0,0,0,0,0,18,0,0,0,0,0
190,Davidson County,510,Napier Elementary,No,2020,Student with Disabilities,0,1,0,0,1,37,0,2.7,0,0,2.7
190,Davidson County,512,Nashville School Of The Arts,No,2020,Black/Hispanic/Native American,0,5,0,0,1,307,0,1.6,0,0,0.3
190,Davidson County,512,Nashville School Of The Arts,No,2020,Economically Disadvantaged,0,2,0,0,0,119,0,1.7,0,0,0
190,Davidson County,512,Nashville School Of The Arts,No,2020,English Language Learner,0,0,0,0,0,4,0,0,0,0,0
190,Davidson County,512,Nashville School Of The Arts,No,2020,Student with Disabilities,0,0,1,0,1,53,0,0,1.9,0,1.9
190,Davidson County,515,Neely's Bend Elementary,No,2020,Black/Hispanic/Native American,0,3,0,0,0,276,0,1.1,0,0,0
190,Davidson County,515,Neely's Bend Elementary,No,2020,Economically Disadvantaged,0,3,0,0,0,191,0,1.6,0,0,0
190,Davidson County,515,Neely's Bend Elementary,No,2020,English Language Learner,0,0,0,0,0,96,0,0,0,0,0
190,Davidson County,515,Neely's Bend Elementary,No,2020,Student with Disabilities,0,2,0,0,0,40,0,5,0,0,0
190,Davidson County,525,Norman Binkley Elementary,No,2020,Black/Hispanic/Native American,2,0,0,0,1,476,0.4,0,0,0,0.2
190,Davidson County,525,Norman Binkley Elementary,No,2020,Economically Disadvantaged,1,0,0,0,1,363,0.3,0,0,0,0.3
190,Davidson County,525,Norman Binkley Elementary,No,2020,English Language Learner,1,0,0,0,0,354,0.3,0,0,0,0
190,Davidson County,525,Norman Binkley Elementary,No,2020,Student with Disabilities,1,0,0,0,1,64,1.6,0,0,0,1.6
190,Davidson County,535,Old Center Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,324,0,0,0,0,0
190,Davidson County,535,Old Center Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,217,0,0,0,0,0
190,Davidson County,535,Old Center Elementary,No,2020,English Language Learner,0,0,0,0,0,96,0,0,0,0,0
190,Davidson County,535,Old Center Elementary,No,2020,Student with Disabilities,0,0,0,0,0,66,0,0,0,0,0
190,Davidson County,538,William Henry Oliver Middle,No,2020,Black/Hispanic/Native American,74,51,0,1,2,548,13.5,9.3,0,0.2,0.4
190,Davidson County,538,William Henry Oliver Middle,No,2020,Economically Disadvantaged,56,35,0,1,3,338,16.6,10.4,0,0.3,0.9
190,Davidson County,538,William Henry Oliver Middle,No,2020,English Language Learner,14,7,0,0,0,121,11.6,5.8,0,0,0
190,Davidson County,538,William Henry Oliver Middle,No,2020,Student with Disabilities,18,16,0,0,2,127,14.2,12.6,0,0,1.6
190,Davidson County,540,Paragon Mills Elementary,No,2020,Black/Hispanic/Native American,0,5,0,0,1,526,0,1,0,0,0.2
190,Davidson County,540,Paragon Mills Elementary,No,2020,Economically Disadvantaged,0,4,0,0,1,413,0,1,0,0,0.2
190,Davidson County,540,Paragon Mills Elementary,No,2020,English Language Learner,0,0,0,0,0,357,0,0,0,0,0
190,Davidson County,540,Paragon Mills Elementary,No,2020,Student with Disabilities,0,1,0,0,1,59,0,1.7,0,0,1.7
190,Davidson County,545,Park Avenue Elementary,No,2020,Black/Hispanic/Native American,0,8,0,0,0,372,0,2.2,0,0,0
190,Davidson County,545,Park Avenue Elementary,No,2020,Economically Disadvantaged,0,8,0,0,0,309,0,2.6,0,0,0
190,Davidson County,545,Park Avenue Elementary,No,2020,English Language Learner,0,0,0,0,0,19,0,0,0,0,0
190,Davidson County,545,Park Avenue Elementary,No,2020,Student with Disabilities,0,2,0,0,0,52,0,3.8,0,0,0
190,Davidson County,555,Pearl-Cohn High,No,2020,Black/Hispanic/Native American,116,134,9,17,10,790,14.7,17,1.1,2.2,1.3
190,Davidson County,555,Pearl-Cohn High,No,2020,Economically Disadvantaged,97,110,7,15,9,627,15.5,17.5,1.1,2.4,1.4
190,Davidson County,555,Pearl-Cohn High,No,2020,English Language Learner,2,1,0,0,0,28,7.1,3.6,0,0,0
190,Davidson County,555,Pearl-Cohn High,No,2020,Student with Disabilities,24,30,2,9,3,157,15.3,19.1,1.3,5.7,1.9
190,Davidson County,565,Pennington Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,134,0,0,0,0,0
190,Davidson County,565,Pennington Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,112,0,0,0,0,0
190,Davidson County,565,Pennington Elementary,No,2020,English Language Learner,0,0,0,0,0,45,0,0,0,0,0
190,Davidson County,565,Pennington Elementary,No,2020,Student with Disabilities,0,0,0,0,0,36,0,0,0,0,0
190,Davidson County,570,Percy Priest Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,52,0,0,0,0,0
190,Davidson County,570,Percy Priest Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,15,0,0,0,0,0
190,Davidson County,570,Percy Priest Elementary,No,2020,English Language Learner,0,0,0,0,0,5,0,0,0,0,0
190,Davidson County,570,Percy Priest Elementary,No,2020,Student with Disabilities,0,0,0,0,0,36,0,0,0,0,0
190,Davidson County,595,Rose Park Middle,No,2020,Black/Hispanic/Native American,17,20,0,0,0,344,4.9,5.8,0,0,0
190,Davidson County,595,Rose Park Middle,No,2020,Economically Disadvantaged,8,6,0,0,0,120,6.7,5,0,0,0
190,Davidson County,595,Rose Park Middle,No,2020,English Language Learner,0,1,0,0,0,14,0,7.1,0,0,0
190,Davidson County,595,Rose Park Middle,No,2020,Student with Disabilities,4,8,0,0,0,35,11.4,22.9,0,0,0
190,Davidson County,600,Rosebank Elementary,No,2020,Black/Hispanic/Native American,0,2,0,0,0,213,0,0.9,0,0,0
190,Davidson County,600,Rosebank Elementary,No,2020,Economically Disadvantaged,0,1,0,0,0,165,0,0.6,0,0,0
190,Davidson County,600,Rosebank Elementary,No,2020,English Language Learner,0,0,0,0,0,11,0,0,0,0,0
190,Davidson County,600,Rosebank Elementary,No,2020,Student with Disabilities,0,0,0,0,0,49,0,0,0,0,0
190,Davidson County,607,Ruby Major Elementary,No,2020,Black/Hispanic/Native American,0,2,0,0,1,342,0,0.6,0,0,0.3
190,Davidson County,607,Ruby Major Elementary,No,2020,Economically Disadvantaged,0,2,0,0,1,242,0,0.8,0,0,0.4
190,Davidson County,607,Ruby Major Elementary,No,2020,English Language Learner,0,0,0,0,0,62,0,0,0,0,0
190,Davidson County,607,Ruby Major Elementary,No,2020,Student with Disabilities,0,1,0,0,0,69,0,1.4,0,0,0
190,Davidson County,608,May Werthan Shayne Elementary School,No,2020,Black/Hispanic/Native American,1,1,0,0,0,305,0.3,0.3,0,0,0
190,Davidson County,608,May Werthan Shayne Elementary School,No,2020,Economically Disadvantaged,1,1,0,0,0,225,0.4,0.4,0,0,0
190,Davidson County,608,May Werthan Shayne Elementary School,No,2020,English Language Learner,0,0,0,0,0,151,0,0,0,0,0
190,Davidson County,608,May Werthan Shayne Elementary School,No,2020,Student with Disabilities,0,0,0,0,0,82,0,0,0,0,0
190,Davidson County,610,Shwab Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,301,0,0,0,0,0
190,Davidson County,610,Shwab Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,187,0,0,0,0,0
190,Davidson County,610,Shwab Elementary,No,2020,English Language Learner,0,0,0,0,0,157,0,0,0,0,0
190,Davidson County,610,Shwab Elementary,No,2020,Student with Disabilities,0,0,0,0,0,50,0,0,0,0,0
190,Davidson County,612,The Academy at Opry Mills,No,2020,Black/Hispanic/Native American,0,0,0,0,0,77,0,0,0,0,0
190,Davidson County,612,The Academy at Opry Mills,No,2020,Economically Disadvantaged,0,0,0,0,0,56,0,0,0,0,0
190,Davidson County,612,The Academy at Opry Mills,No,2020,English Language Learner,0,0,0,0,0,11,0,0,0,0,0
190,Davidson County,612,The Academy at Opry Mills,No,2020,Student with Disabilities,0,0,0,0,0,10,0,0,0,0,0
190,Davidson County,614,The Academy at Old Cockrill,No,2020,Black/Hispanic/Native American,0,3,0,0,1,139,0,2.2,0,0,0.7
190,Davidson County,614,The Academy at Old Cockrill,No,2020,Economically Disadvantaged,0,2,0,0,1,100,0,2,0,0,1
190,Davidson County,614,The Academy at Old Cockrill,No,2020,English Language Learner,0,0,0,0,0,7,0,0,0,0,0
190,Davidson County,614,The Academy at Old Cockrill,No,2020,Student with Disabilities,0,2,0,0,0,21,0,9.5,0,0,0
190,Davidson County,615,Stanford Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,118,0,0,0,0,0
190,Davidson County,615,Stanford Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,60,0,0,0,0,0
190,Davidson County,615,Stanford Elementary,No,2020,English Language Learner,0,0,0,0,0,19,0,0,0,0,0
190,Davidson County,615,Stanford Elementary,No,2020,Student with Disabilities,0,0,0,0,0,41,0,0,0,0,0
190,Davidson County,618,Robert Churchwell Elementary,No,2020,Black/Hispanic/Native American,10,1,0,0,1,336,3,0.3,0,0,0.3
190,Davidson County,618,Robert Churchwell Elementary,No,2020,Economically Disadvantaged,10,2,0,0,1,304,3.3,0.7,0,0,0.3
190,Davidson County,618,Robert Churchwell Elementary,No,2020,English Language Learner,0,0,0,0,0,13,0,0,0,0,0
190,Davidson County,618,Robert Churchwell Elementary,No,2020,Student with Disabilities,3,1,0,0,0,53,5.7,1.9,0,0,0
190,Davidson County,620,Stratford STEM Magnet School,No,2020,Black/Hispanic/Native American,105,250,7,16,9,1021,10.3,24.5,0.7,1.6,0.9
190,Davidson County,620,Stratford STEM Magnet School,No,2020,Economically Disadvantaged,106,237,8,15,8,832,12.7,28.5,1,1.8,1
190,Davidson County,620,Stratford STEM Magnet School,No,2020,English Language Learner,3,16,0,0,1,134,2.2,11.9,0,0,0.7
190,Davidson County,620,Stratford STEM Magnet School,No,2020,Student with Disabilities,22,66,2,6,2,203,10.8,32.5,1,3,1
190,Davidson County,622,Madison Middle,No,2020,Black/Hispanic/Native American,0,69,0,6,4,647,0,10.7,0,0.9,0.6
190,Davidson County,622,Madison Middle,No,2020,Economically Disadvantaged,0,62,0,6,4,516,0,12,0,1.2,0.8
190,Davidson County,622,Madison Middle,No,2020,English Language Learner,0,2,0,0,0,119,0,1.7,0,0,0
190,Davidson County,622,Madison Middle,No,2020,Student with Disabilities,0,14,0,1,0,99,0,14.1,0,1,0
190,Davidson County,625,Stratton Elementary,No,2020,Black/Hispanic/Native American,0,2,0,0,0,492,0,0.4,0,0,0
190,Davidson County,625,Stratton Elementary,No,2020,Economically Disadvantaged,0,1,0,0,0,374,0,0.3,0,0,0
190,Davidson County,625,Stratton Elementary,No,2020,English Language Learner,0,1,0,0,0,213,0,0.5,0,0,0
190,Davidson County,625,Stratton Elementary,No,2020,Student with Disabilities,0,1,0,0,0,72,0,1.4,0,0,0
190,Davidson County,630,Sylvan Park Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,180,0,0,0,0,0
190,Davidson County,630,Sylvan Park Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,97,0,0,0,0,0
190,Davidson County,630,Sylvan Park Elementary,No,2020,English Language Learner,0,0,0,0,0,7,0,0,0,0,0
190,Davidson County,630,Sylvan Park Elementary,No,2020,Student with Disabilities,0,0,0,0,0,64,0,0,0,0,0
190,Davidson County,633,Thurgood Marshall Middle,No,2020,Black/Hispanic/Native American,43,60,0,1,8,898,4.8,6.7,0,0.1,0.9
190,Davidson County,633,Thurgood Marshall Middle,No,2020,Economically Disadvantaged,31,45,0,0,4,525,5.9,8.6,0,0,0.8
190,Davidson County,633,Thurgood Marshall Middle,No,2020,English Language Learner,3,10,0,1,1,262,1.1,3.8,0,0.4,0.4
190,Davidson County,633,Thurgood Marshall Middle,No,2020,Student with Disabilities,8,14,0,1,4,148,5.4,9.5,0,0.7,2.7
190,Davidson County,635,Tom Joy Elementary,No,2020,Black/Hispanic/Native American,0,1,0,0,0,344,0,0.3,0,0,0
190,Davidson County,635,Tom Joy Elementary,No,2020,Economically Disadvantaged,0,1,0,0,0,308,0,0.3,0,0,0
190,Davidson County,635,Tom Joy Elementary,No,2020,English Language Learner,0,0,0,0,0,100,0,0,0,0,0
190,Davidson County,635,Tom Joy Elementary,No,2020,Student with Disabilities,0,1,0,0,0,58,0,1.7,0,0,0
190,Davidson County,637,Tulip Grove Elementary,No,2020,Black/Hispanic/Native American,1,2,0,0,1,381,0.3,0.5,0,0,0.3
190,Davidson County,637,Tulip Grove Elementary,No,2020,Economically Disadvantaged,1,2,0,0,2,273,0.4,0.7,0,0,0.7
190,Davidson County,637,Tulip Grove Elementary,No,2020,English Language Learner,0,0,0,0,0,90,0,0,0,0,0
190,Davidson County,637,Tulip Grove Elementary,No,2020,Student with Disabilities,1,2,0,0,2,101,1,2,0,0,2
190,Davidson County,645,Tusculum Elementary,No,2020,Black/Hispanic/Native American,0,2,0,0,1,723,0,0.3,0,0,0.1
190,Davidson County,645,Tusculum Elementary,No,2020,Economically Disadvantaged,0,3,0,0,1,527,0,0.6,0,0,0.2
190,Davidson County,645,Tusculum Elementary,No,2020,English Language Learner,0,0,0,0,0,613,0,0,0,0,0
190,Davidson County,645,Tusculum Elementary,No,2020,Student with Disabilities,0,1,0,0,1,51,0,2,0,0,2
190,Davidson County,650,Two Rivers Middle,No,2020,Black/Hispanic/Native American,0,71,0,3,1,386,0,18.4,0,0.8,0.3
190,Davidson County,650,Two Rivers Middle,No,2020,Economically Disadvantaged,0,61,0,4,2,311,0,19.6,0,1.3,0.6
190,Davidson County,650,Two Rivers Middle,No,2020,English Language Learner,0,8,0,0,0,96,0,8.3,0,0,0
190,Davidson County,650,Two Rivers Middle,No,2020,Student with Disabilities,0,10,0,2,1,71,0,14.1,0,2.8,1.4
190,Davidson County,655,Una Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,589,0,0,0,0,0
190,Davidson County,655,Una Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,400,0,0,0,0,0
190,Davidson County,655,Una Elementary,No,2020,English Language Learner,0,0,0,0,0,400,0,0,0,0,0
190,Davidson County,655,Una Elementary,No,2020,Student with Disabilities,0,0,0,0,0,65,0,0,0,0,0
190,Davidson County,670,Carter-Lawrence Elementary,No,2020,Black/Hispanic/Native American,8,8,0,0,1,246,3.3,3.3,0,0,0.4
190,Davidson County,670,Carter-Lawrence Elementary,No,2020,Economically Disadvantaged,5,7,0,0,0,174,2.9,4,0,0,0
190,Davidson County,670,Carter-Lawrence Elementary,No,2020,English Language Learner,1,1,0,0,0,19,5.3,5.3,0,0,0
190,Davidson County,670,Carter-Lawrence Elementary,No,2020,Student with Disabilities,1,2,0,0,1,34,2.9,5.9,0,0,2.9
190,Davidson County,675,Warner Elementary,No,2020,Black/Hispanic/Native American,5,4,0,0,2,211,2.4,1.9,0,0,0.9
190,Davidson County,675,Warner Elementary,No,2020,Economically Disadvantaged,5,2,0,0,1,209,2.4,1,0,0,0.5
190,Davidson County,675,Warner Elementary,No,2020,English Language Learner,0,0,0,0,0,26,0,0,0,0,0
190,Davidson County,675,Warner Elementary,No,2020,Student with Disabilities,1,2,0,0,1,31,3.2,6.5,0,0,3.2
190,Davidson County,690,West End Middle,No,2020,Black/Hispanic/Native American,56,51,0,3,1,272,20.6,18.8,0,1.1,0.4
190,Davidson County,690,West End Middle,No,2020,Economically Disadvantaged,42,40,0,3,1,155,27.1,25.8,0,1.9,0.6
190,Davidson County,690,West End Middle,No,2020,English Language Learner,1,0,0,0,0,17,5.9,0,0,0,0
190,Davidson County,690,West End Middle,No,2020,Student with Disabilities,21,22,0,2,1,113,18.6,19.5,0,1.8,0.9
190,Davidson County,695,Westmeade Elementary,No,2020,Black/Hispanic/Native American,0,4,0,0,1,261,0,1.5,0,0,0.4
190,Davidson County,695,Westmeade Elementary,No,2020,Economically Disadvantaged,0,2,0,0,1,180,0,1.1,0,0,0.6
190,Davidson County,695,Westmeade Elementary,No,2020,English Language Learner,0,0,0,0,0,71,0,0,0,0,0
190,Davidson County,695,Westmeade Elementary,No,2020,Student with Disabilities,0,2,0,0,1,61,0,3.3,0,0,1.6
190,Davidson County,700,Isaiah T. Creswell Middle School of the Arts,No,2020,Black/Hispanic/Native American,8,27,0,0,1,373,2.1,7.2,0,0,0.3
190,Davidson County,700,Isaiah T. Creswell Middle School of the Arts,No,2020,Economically Disadvantaged,8,18,0,0,0,206,3.9,8.7,0,0,0
190,Davidson County,700,Isaiah T. Creswell Middle School of the Arts,No,2020,Student with Disabilities,5,8,0,0,1,44,11.4,18.2,0,0,2.3
190,Davidson County,704,Whites Creek High,No,2020,Black/Hispanic/Native American,17,117,5,7,13,645,2.6,18.1,0.8,1.1,2
190,Davidson County,704,Whites Creek High,No,2020,Economically Disadvantaged,16,93,6,5,10,502,3.2,18.5,1.2,1,2
190,Davidson County,704,Whites Creek High,No,2020,English Language Learner,1,2,0,0,0,27,3.7,7.4,0,0,0
190,Davidson County,704,Whites Creek High,No,2020,Student with Disabilities,7,28,1,1,0,133,5.3,21.1,0.8,0.8,0
190,Davidson County,715,Wright Middle,No,2020,Black/Hispanic/Native American,131,37,0,4,1,882,14.9,4.2,0,0.5,0.1
190,Davidson County,715,Wright Middle,No,2020,Economically Disadvantaged,96,31,0,3,1,588,16.3,5.3,0,0.5,0.2
190,Davidson County,715,Wright Middle,No,2020,English Language Learner,57,12,0,1,0,470,12.1,2.6,0,0.2,0
190,Davidson County,715,Wright Middle,No,2020,Student with Disabilities,22,5,0,1,0,89,24.7,5.6,0,1.1,0
190,Davidson County,720,The Academy at Hickory Hollow,No,2020,Black/Hispanic/Native American,0,0,0,0,0,153,0,0,0,0,0
190,Davidson County,720,The Academy at Hickory Hollow,No,2020,Economically Disadvantaged,0,0,0,0,0,79,0,0,0,0,0
190,Davidson County,720,The Academy at Hickory Hollow,No,2020,English Language Learner,0,0,0,0,0,35,0,0,0,0,0
190,Davidson County,720,The Academy at Hickory Hollow,No,2020,Student with Disabilities,0,0,0,0,0,12,0,0,0,0,0
190,Davidson County,725,Transitions at Bass,No,2020,Black/Hispanic/Native American,0,2,0,0,0,12,0,16.7,0,0,0
190,Davidson County,725,Transitions at Bass,No,2020,Economically Disadvantaged,0,0,0,0,0,10,0,0,0,0,0
190,Davidson County,725,Transitions at Bass,No,2020,Student with Disabilities,0,1,0,0,0,4,0,25,0,0,0
190,Davidson County,740,Johnson Alternative Learning Center,Yes,2020,Black/Hispanic/Native American,16,100,25,1,16,333,4.8,30,7.5,0.3,4.8
190,Davidson County,740,Johnson Alternative Learning Center,Yes,2020,Economically Disadvantaged,15,82,25,0,12,261,5.7,31.4,9.6,0,4.6
190,Davidson County,740,Johnson Alternative Learning Center,Yes,2020,English Language Learner,2,15,2,0,1,51,3.9,29.4,3.9,0,2
190,Davidson County,740,Johnson Alternative Learning Center,Yes,2020,Student with Disabilities,9,35,0,0,3,67,13.4,52.2,0,0,4.5
190,Davidson County,745,The Cohn Learning Center,No,2020,Black/Hispanic/Native American,0,25,2,2,2,111,0,22.5,1.8,1.8,1.8
190,Davidson County,745,The Cohn Learning Center,No,2020,Economically Disadvantaged,0,18,1,3,3,90,0,20,1.1,3.3,3.3
190,Davidson County,745,The Cohn Learning Center,No,2020,English Language Learner,0,0,0,0,0,3,0,0,0,0,0
190,Davidson County,745,The Cohn Learning Center,No,2020,Student with Disabilities,0,4,1,0,0,23,0,17.4,4.3,0,0
190,Davidson County,750,Smith Springs Elementary School,No,2020,Black/Hispanic/Native American,0,2,0,0,1,455,0,0.4,0,0,0.2
190,Davidson County,750,Smith Springs Elementary School,No,2020,Economically Disadvantaged,0,1,0,0,0,282,0,0.4,0,0,0
