year,system,system_name,subject,grade,student_group,valid_tests,n_below,n_approaching,n_met_expectations,n_exceeded_expectations,pct_below,pct_approaching,pct_met_expectations,pct_exceeded_expectations,pct_met_exceeded
2022,280,Giles County,ELA,6th through 8th,English Learners with Transitional 1-4,12,1,6,4,1,8.4,50,33.3,8.3,41.7
2022,280,Giles County,ELA,6th through 8th,Students with Disabilities,87,**,**,**,**,**,**,**,**,1.1
2022,280,Giles County,ELA,6th through 8th,Super Subgroup,401,161,171,57,12,40.2,42.6,14.2,3,17.2
2022,280,Giles County,HS English,9th through 12th,All Students,558,102,288,144,24,18.3,51.6,25.8,4.3,30.1
2022,280,Giles County,HS English,9th through 12th,Black/Hispanic/Native American,145,**,**,**,**,**,**,**,**,15.9
2022,280,Giles County,HS English,9th through 12th,Economically Disadvantaged,161,**,**,**,**,**,**,**,**,11.2
2022,280,Giles County,HS English,9th through 12th,English Learners with Transitional 1-4,4,*,*,*,*,*,*,*,*,*
2022,280,Giles County,HS English,9th through 12th,Students with Disabilities,42,**,**,**,**,**,**,**,**,**
2022,280,Giles County,HS English,9th through 12th,Super Subgroup,255,**,**,**,**,**,**,**,**,15.3
2022,280,Giles County,HS Math,9th through 12th,All Students,785,443,212,109,21,56.4,27,13.9,2.7,16.6
2022,280,Giles County,HS Math,9th through 12th,Black/Hispanic/Native American,199,**,**,**,**,**,**,**,**,5.5
2022,280,Giles County,HS Math,9th through 12th,Economically Disadvantaged,216,**,**,**,**,**,**,**,**,8.3
2022,280,Giles County,HS Math,9th through 12th,English Learners with Transitional 1-4,7,*,*,*,*,*,*,*,*,*
2022,280,Giles County,HS Math,9th through 12th,Students with Disabilities,59,**,**,**,**,**,**,**,**,**
2022,280,Giles County,HS Math,9th through 12th,Super Subgroup,344,**,**,**,**,**,**,**,**,7.3
2022,280,Giles County,Math,3rd through 5th,All Students,742,200,260,202,80,27,35,27.2,10.8,38
2022,280,Giles County,Math,3rd through 5th,Black/Hispanic/Native American,169,68,51,42,8,40.2,30.2,24.9,4.7,29.6
2022,280,Giles County,Math,3rd through 5th,Economically Disadvantaged,227,84,82,50,11,37.1,36.1,22,4.8,26.9
2022,280,Giles County,Math,3rd through 5th,English Learners with Transitional 1-4,15,6,2,4,3,40,13.3,26.7,20,46.7
2022,280,Giles County,Math,3rd through 5th,Students with Disabilities,92,53,30,8,1,57.6,32.6,8.7,1.1,9.8
2022,280,Giles County,Math,3rd through 5th,Super Subgroup,374,141,129,83,21,37.7,34.5,22.2,5.6,27.8
2022,280,Giles County,Math,3rd through 8th,All Students,1553,468,561,394,130,30.1,36.1,25.4,8.4,33.7
2022,280,Giles County,Math,3rd through 8th,Black/Hispanic/Native American,368,156,136,65,11,42.3,37,17.7,3,20.7
2022,280,Giles County,Math,3rd through 8th,Economically Disadvantaged,494,211,185,82,16,42.8,37.4,16.6,3.2,19.8
2022,280,Giles County,Math,3rd through 8th,English Learners with Transitional 1-4,27,8,7,7,5,29.7,25.9,25.9,18.5,44.4
2022,280,Giles County,Math,3rd through 8th,Students with Disabilities,179,**,**,**,**,**,**,**,**,6.7
2022,280,Giles County,Math,3rd through 8th,Super Subgroup,775,327,285,134,29,42.2,36.8,17.3,3.7,21
2022,280,Giles County,Math,6th through 8th,All Students,811,268,301,192,50,33,37.1,23.7,6.2,29.8
2022,280,Giles County,Math,6th through 8th,Black/Hispanic/Native American,199,88,85,23,3,44.2,42.7,11.6,1.5,13.1
2022,280,Giles County,Math,6th through 8th,Economically Disadvantaged,267,127,103,32,5,47.5,38.6,12,1.9,13.9
2022,280,Giles County,Math,6th through 8th,English Learners with Transitional 1-4,12,2,5,3,2,16.6,41.7,25,16.7,41.7
2022,280,Giles County,Math,6th through 8th,Students with Disabilities,87,**,**,**,**,**,**,**,**,3.4
2022,280,Giles County,Math,6th through 8th,Super Subgroup,401,186,156,51,8,46.4,38.9,12.7,2,14.7
2022,280,Giles County,Science,3rd through 5th,All Students,753,148,277,272,56,19.7,36.8,36.1,7.4,43.6
2022,280,Giles County,Science,3rd through 5th,Black/Hispanic/Native American,173,53,64,47,9,30.6,37,27.2,5.2,32.4
2022,280,Giles County,Science,3rd through 5th,Economically Disadvantaged,233,62,101,62,8,26.7,43.3,26.6,3.4,30
2022,280,Giles County,Science,3rd through 5th,English Learners with Transitional 1-4,15,4,8,2,1,26.7,53.3,13.3,6.7,20
2022,280,Giles County,Science,3rd through 5th,Students with Disabilities,96,40,44,11,1,41.7,45.8,11.5,1,12.5
2022,280,Giles County,Science,3rd through 5th,Super Subgroup,383,108,160,99,16,28.2,41.8,25.8,4.2,30
2022,280,Giles County,Science,3rd through 8th,All Students,1565,317,662,499,87,20.2,42.3,31.9,5.6,37.4
2022,280,Giles County,Science,3rd through 8th,Black/Hispanic/Native American,372,126,162,73,11,33.9,43.5,19.6,3,22.6
2022,280,Giles County,Science,3rd through 8th,Economically Disadvantaged,500,143,235,112,10,28.6,47,22.4,2,24.4
2022,280,Giles County,Science,3rd through 8th,English Learners with Transitional 1-4,27,6,13,7,1,22.3,48.1,25.9,3.7,29.6
2022,280,Giles County,Science,3rd through 8th,Students with Disabilities,183,**,**,**,**,**,**,**,**,8.2
2022,280,Giles County,Science,3rd through 8th,Super Subgroup,784,240,354,171,19,30.6,45.2,21.8,2.4,24.2
2022,280,Giles County,Science,6th through 8th,All Students,812,169,385,227,31,20.8,47.4,28,3.8,31.8
2022,280,Giles County,Science,6th through 8th,Black/Hispanic/Native American,199,73,98,26,2,36.7,49.2,13.1,1,14.1
2022,280,Giles County,Science,6th through 8th,Economically Disadvantaged,267,**,**,**,**,**,**,**,**,19.5
2022,280,Giles County,Science,6th through 8th,English Learners with Transitional 1-4,12,**,**,**,**,**,**,**,**,41.7
2022,280,Giles County,Science,6th through 8th,Students with Disabilities,87,**,**,**,**,**,**,**,**,3.4
2022,280,Giles County,Science,6th through 8th,Super Subgroup,401,**,**,**,**,**,**,**,**,18.7
2022,280,Giles County,Social Studies,3rd through 8th,All Students,811,203,274,282,52,25,33.8,34.8,6.4,41.2
2022,280,Giles County,Social Studies,3rd through 8th,Black/Hispanic/Native American,199,69,78,47,5,34.7,39.2,23.6,2.5,26.1
2022,280,Giles County,Social Studies,3rd through 8th,Economically Disadvantaged,267,98,101,61,7,36.8,37.8,22.8,2.6,25.5
2022,280,Giles County,Social Studies,3rd through 8th,English Learners with Transitional 1-4,12,1,4,6,1,8.4,33.3,50,8.3,58.3
2022,280,Giles County,Social Studies,3rd through 8th,Students with Disabilities,87,**,**,**,**,**,**,**,**,5.7
2022,280,Giles County,Social Studies,3rd through 8th,Super Subgroup,401,145,147,98,11,36.2,36.7,24.4,2.7,27.2
2022,280,Giles County,Social Studies,6th through 8th,All Students,811,203,274,282,52,25,33.8,34.8,6.4,41.2
2022,280,Giles County,Social Studies,6th through 8th,Black/Hispanic/Native American,199,69,78,47,5,34.7,39.2,23.6,2.5,26.1
2022,280,Giles County,Social Studies,6th through 8th,Economically Disadvantaged,267,98,101,61,7,36.8,37.8,22.8,2.6,25.5
2022,280,Giles County,Social Studies,6th through 8th,English Learners with Transitional 1-4,12,1,4,6,1,8.4,33.3,50,8.3,58.3
2022,280,Giles County,Social Studies,6th through 8th,Students with Disabilities,87,**,**,**,**,**,**,**,**,5.7
2022,280,Giles County,Social Studies,6th through 8th,Super Subgroup,401,145,147,98,11,36.2,36.7,24.4,2.7,27.2
2022,280,Giles County,US History,9th through 12th,All Students,194,58,86,43,7,29.9,44.3,22.2,3.6,25.8
2022,280,Giles County,US History,9th through 12th,Black/Hispanic/Native American,49,18,18,12,1,36.8,36.7,24.5,2,26.5
2022,280,Giles County,US History,9th through 12th,Economically Disadvantaged,48,19,21,7,1,39.5,43.8,14.6,2.1,16.7
2022,280,Giles County,US History,9th through 12th,English Learners with Transitional 1-4,2,*,*,*,*,*,*,*,*,*
2022,280,Giles County,US History,9th through 12th,Students with Disabilities,12,**,**,**,**,**,**,**,**,**
2022,280,Giles County,US History,9th through 12th,Super Subgroup,81,32,34,14,1,39.5,42,17.3,1.2,18.5
2022,290,Grainger County,Biology I,9th through 12th,All Students,277,75,116,80,6,27,41.9,28.9,2.2,31
2022,290,Grainger County,Biology I,9th through 12th,Black/Hispanic/Native American,32,7,11,13,1,21.9,34.4,40.6,3.1,43.8
2022,290,Grainger County,Biology I,9th through 12th,Economically Disadvantaged,69,**,**,**,**,**,**,**,**,21.7
2022,290,Grainger County,Biology I,9th through 12th,English Learners with Transitional 1-4,9,*,*,*,*,*,*,*,*,*
2022,290,Grainger County,Biology I,9th through 12th,Students with Disabilities,36,**,**,**,**,**,**,**,**,2.8
2022,290,Grainger County,Biology I,9th through 12th,Super Subgroup,111,**,**,**,**,**,**,**,**,23.4
2022,290,Grainger County,ELA,3rd through 5th,All Students,634,176,250,173,35,27.8,39.4,27.3,5.5,32.8
2022,290,Grainger County,ELA,3rd through 5th,Black/Hispanic/Native American,50,12,20,17,1,24,40,34,2,36
2022,290,Grainger County,ELA,3rd through 5th,Economically Disadvantaged,194,73,78,41,2,37.7,40.2,21.1,1,22.2
2022,290,Grainger County,ELA,3rd through 5th,English Learners with Transitional 1-4,32,**,**,**,**,**,**,**,**,28.1
2022,290,Grainger County,ELA,3rd through 5th,Students with Disabilities,132,70,49,11,2,53.1,37.1,8.3,1.5,9.8
2022,290,Grainger County,ELA,3rd through 5th,Super Subgroup,311,121,126,61,3,38.9,40.5,19.6,1,20.6
2022,290,Grainger County,ELA,3rd through 8th,All Students,1332,355,592,324,61,26.7,44.4,24.3,4.6,28.9
2022,290,Grainger County,ELA,3rd through 8th,Black/Hispanic/Native American,92,25,42,24,1,27.1,45.7,26.1,1.1,27.2
2022,290,Grainger County,ELA,3rd through 8th,Economically Disadvantaged,388,**,**,**,**,**,**,**,**,19.3
2022,290,Grainger County,ELA,3rd through 8th,English Learners with Transitional 1-4,52,**,**,**,**,**,**,**,**,17.3
2022,290,Grainger County,ELA,3rd through 8th,Students with Disabilities,229,**,**,**,**,**,**,**,**,7.4
2022,290,Grainger County,ELA,3rd through 8th,Super Subgroup,593,**,**,**,**,**,**,**,**,17.5
2022,290,Grainger County,ELA,6th through 8th,All Students,698,179,342,151,26,25.7,49,21.6,3.7,25.4
2022,290,Grainger County,ELA,6th through 8th,Black/Hispanic/Native American,42,**,**,**,**,**,**,**,**,16.7
2022,290,Grainger County,ELA,6th through 8th,Economically Disadvantaged,194,**,**,**,**,**,**,**,**,16.5
2022,290,Grainger County,ELA,6th through 8th,English Learners with Transitional 1-4,20,**,**,**,**,**,**,**,**,**
2022,290,Grainger County,ELA,6th through 8th,Students with Disabilities,97,**,**,**,**,**,**,**,**,4.1
2022,290,Grainger County,ELA,6th through 8th,Super Subgroup,282,**,**,**,**,**,**,**,**,14.2
2022,290,Grainger County,HS English,9th through 12th,All Students,524,100,270,132,22,19.1,51.5,25.2,4.2,29.4
2022,290,Grainger County,HS English,9th through 12th,Black/Hispanic/Native American,49,11,31,5,2,22.4,63.3,10.2,4.1,14.3
2022,290,Grainger County,HS English,9th through 12th,Economically Disadvantaged,121,**,**,**,**,**,**,**,**,18.2
2022,290,Grainger County,HS English,9th through 12th,English Learners with Transitional 1-4,12,**,**,**,**,**,**,**,**,**
2022,290,Grainger County,HS English,9th through 12th,Students with Disabilities,65,**,**,**,**,**,**,**,**,1.5
2022,290,Grainger County,HS English,9th through 12th,Super Subgroup,191,67,97,24,3,35,50.8,12.6,1.6,14.1
2022,290,Grainger County,HS Math,9th through 12th,All Students,756,**,**,**,**,**,**,**,**,11.9
2022,290,Grainger County,HS Math,9th through 12th,Black/Hispanic/Native American,71,50,12,8,1,70.4,16.9,11.3,1.4,12.7
2022,290,Grainger County,HS Math,9th through 12th,Economically Disadvantaged,170,**,**,**,**,**,**,**,**,8.8
2022,290,Grainger County,HS Math,9th through 12th,English Learners with Transitional 1-4,14,**,**,**,**,**,**,**,**,7.1
2022,290,Grainger County,HS Math,9th through 12th,Students with Disabilities,64,**,**,**,**,**,**,**,**,1.6
2022,290,Grainger County,HS Math,9th through 12th,Super Subgroup,251,**,**,**,**,**,**,**,**,8.4
2022,290,Grainger County,Math,3rd through 5th,All Students,629,262,213,116,38,41.7,33.9,18.4,6,24.5
2022,290,Grainger County,Math,3rd through 5th,Black/Hispanic/Native American,50,24,15,10,1,48,30,20,2,22
2022,290,Grainger County,Math,3rd through 5th,Economically Disadvantaged,193,115,52,23,3,59.6,26.9,11.9,1.6,13.5
2022,290,Grainger County,Math,3rd through 5th,English Learners with Transitional 1-4,32,**,**,**,**,**,**,**,**,21.9
2022,290,Grainger County,Math,3rd through 5th,Students with Disabilities,131,**,**,**,**,**,**,**,**,7.6
2022,290,Grainger County,Math,3rd through 5th,Super Subgroup,310,183,83,40,4,59,26.8,12.9,1.3,14.2
2022,290,Grainger County,Math,3rd through 8th,All Students,1319,472,483,292,72,35.8,36.6,22.1,5.5,27.6
2022,290,Grainger County,Math,3rd through 8th,Black/Hispanic/Native American,92,43,32,15,2,46.7,34.8,16.3,2.2,18.5
2022,290,Grainger County,Math,3rd through 8th,Economically Disadvantaged,383,195,124,57,7,50.9,32.4,14.9,1.8,16.7
2022,290,Grainger County,Math,3rd through 8th,English Learners with Transitional 1-4,52,**,**,**,**,**,**,**,**,15.4
2022,290,Grainger County,Math,3rd through 8th,Students with Disabilities,227,**,**,**,**,**,**,**,**,7.5
2022,290,Grainger County,Math,3rd through 8th,Super Subgroup,588,311,184,84,9,52.9,31.3,14.3,1.5,15.8
2022,290,Grainger County,Math,6th through 8th,All Students,690,210,270,176,34,30.5,39.1,25.5,4.9,30.4
2022,290,Grainger County,Math,6th through 8th,Black/Hispanic/Native American,42,19,17,5,1,45.2,40.5,11.9,2.4,14.3
2022,290,Grainger County,Math,6th through 8th,Economically Disadvantaged,190,80,72,34,4,42.1,37.9,17.9,2.1,20
2022,290,Grainger County,Math,6th through 8th,English Learners with Transitional 1-4,20,**,**,**,**,**,**,**,**,5
2022,290,Grainger County,Math,6th through 8th,Students with Disabilities,96,**,**,**,**,**,**,**,**,7.3
2022,290,Grainger County,Math,6th through 8th,Super Subgroup,278,128,101,44,5,46.1,36.3,15.8,1.8,17.6
2022,290,Grainger County,Science,3rd through 5th,All Students,628,134,252,214,28,21.3,40.1,34.1,4.5,38.5
2022,290,Grainger County,Science,3rd through 5th,Black/Hispanic/Native American,50,11,23,15,1,22,46,30,2,32
2022,290,Grainger County,Science,3rd through 5th,Economically Disadvantaged,191,59,79,49,4,30.8,41.4,25.7,2.1,27.7
2022,290,Grainger County,Science,3rd through 5th,English Learners with Transitional 1-4,32,10,13,8,1,31.3,40.6,25,3.1,28.1
2022,290,Grainger County,Science,3rd through 5th,Students with Disabilities,132,**,**,**,**,**,**,**,**,18.2
2022,290,Grainger County,Science,3rd through 5th,Super Subgroup,309,91,135,78,5,29.5,43.7,25.2,1.6,26.9
2022,290,Grainger County,Science,3rd through 8th,All Students,1317,290,587,395,45,22,44.6,30,3.4,33.4
2022,290,Grainger County,Science,3rd through 8th,Black/Hispanic/Native American,92,20,49,21,2,21.7,53.3,22.8,2.2,25
2022,290,Grainger County,Science,3rd through 8th,Economically Disadvantaged,380,119,173,82,6,31.3,45.5,21.6,1.6,23.2
2022,290,Grainger County,Science,3rd through 8th,English Learners with Transitional 1-4,52,15,28,8,1,28.9,53.8,15.4,1.9,17.3
2022,290,Grainger County,Science,3rd through 8th,Students with Disabilities,227,**,**,**,**,**,**,**,**,14.1
2022,290,Grainger County,Science,3rd through 8th,Super Subgroup,586,183,272,121,10,31.3,46.4,20.6,1.7,22.4
2022,290,Grainger County,Science,6th through 8th,All Students,689,156,335,181,17,22.6,48.6,26.3,2.5,28.7
2022,290,Grainger County,Science,6th through 8th,Black/Hispanic/Native American,42,9,26,6,1,21.4,61.9,14.3,2.4,16.7
2022,290,Grainger County,Science,6th through 8th,Economically Disadvantaged,189,60,94,33,2,31.7,49.7,17.5,1.1,18.5
2022,290,Grainger County,Science,6th through 8th,English Learners with Transitional 1-4,20,**,**,**,**,**,**,**,**,**
2022,290,Grainger County,Science,6th through 8th,Students with Disabilities,95,46,41,6,2,48.4,43.2,6.3,2.1,8.4
2022,290,Grainger County,Science,6th through 8th,Super Subgroup,277,92,137,43,5,33.2,49.5,15.5,1.8,17.3
2022,290,Grainger County,Social Studies,3rd through 8th,All Students,679,218,291,159,11,32.1,42.9,23.4,1.6,25
2022,290,Grainger County,Social Studies,3rd through 8th,Black/Hispanic/Native American,42,18,17,6,1,42.8,40.5,14.3,2.4,16.7
2022,290,Grainger County,Social Studies,3rd through 8th,Economically Disadvantaged,188,**,**,**,**,**,**,**,**,16.5
2022,290,Grainger County,Social Studies,3rd through 8th,English Learners with Transitional 1-4,20,**,**,**,**,**,**,**,**,**
2022,290,Grainger County,Social Studies,3rd through 8th,Students with Disabilities,95,**,**,**,**,**,**,**,**,9.5
2022,290,Grainger County,Social Studies,3rd through 8th,Super Subgroup,275,**,**,**,**,**,**,**,**,16.4
2022,290,Grainger County,Social Studies,6th through 8th,All Students,679,218,291,159,11,32.1,42.9,23.4,1.6,25
2022,290,Grainger County,Social Studies,6th through 8th,Black/Hispanic/Native American,42,18,17,6,1,42.8,40.5,14.3,2.4,16.7
2022,290,Grainger County,Social Studies,6th through 8th,Economically Disadvantaged,188,**,**,**,**,**,**,**,**,16.5
2022,290,Grainger County,Social Studies,6th through 8th,English Learners with Transitional 1-4,20,**,**,**,**,**,**,**,**,**
2022,290,Grainger County,Social Studies,6th through 8th,Students with Disabilities,95,**,**,**,**,**,**,**,**,9.5
2022,290,Grainger County,Social Studies,6th through 8th,Super Subgroup,275,**,**,**,**,**,**,**,**,16.4
2022,290,Grainger County,US History,9th through 12th,All Students,250,93,86,55,16,37.2,34.4,22,6.4,28.4
2022,290,Grainger County,US History,9th through 12th,Black/Hispanic/Native American,23,11,4,6,2,47.8,17.4,26.1,8.7,34.8
2022,290,Grainger County,US History,9th through 12th,Economically Disadvantaged,51,23,17,8,3,45.1,33.3,15.7,5.9,21.6
2022,290,Grainger County,US History,9th through 12th,English Learners with Transitional 1-4,4,*,*,*,*,*,*,*,*,*
2022,290,Grainger County,US History,9th through 12th,Students with Disabilities,27,**,**,**,**,**,**,**,**,11.1
2022,290,Grainger County,US History,9th through 12th,Super Subgroup,82,43,22,13,4,52.4,26.8,15.9,4.9,20.7
2022,300,Greene County,Biology I,9th through 12th,All Students,413,85,112,193,23,20.6,27.1,46.7,5.6,52.3
2022,300,Greene County,Biology I,9th through 12th,Black/Hispanic/Native American,49,**,**,**,**,**,**,**,**,49
2022,300,Greene County,Biology I,9th through 12th,Economically Disadvantaged,103,33,19,49,2,32.1,18.4,47.6,1.9,49.5
2022,300,Greene County,Biology I,9th through 12th,English Learners with Transitional 1-4,5,*,*,*,*,*,*,*,*,*
2022,300,Greene County,Biology I,9th through 12th,Students with Disabilities,42,**,**,**,**,**,**,**,**,16.7
2022,300,Greene County,Biology I,9th through 12th,Super Subgroup,157,46,43,66,2,29.3,27.4,42,1.3,43.3
2022,300,Greene County,ELA,3rd through 5th,All Students,1144,332,482,282,48,29,42.1,24.7,4.2,28.8
2022,300,Greene County,ELA,3rd through 5th,Black/Hispanic/Native American,106,41,38,25,2,38.7,35.8,23.6,1.9,25.5
2022,300,Greene County,ELA,3rd through 5th,Economically Disadvantaged,323,117,128,74,4,36.3,39.6,22.9,1.2,24.1
2022,300,Greene County,ELA,3rd through 5th,English Learners with Transitional 1-4,22,**,**,**,**,**,**,**,**,18.2
2022,300,Greene County,ELA,3rd through 5th,Students with Disabilities,184,**,**,**,**,**,**,**,**,10.9
2022,300,Greene County,ELA,3rd through 5th,Super Subgroup,501,202,189,104,6,40.3,37.7,20.8,1.2,22
2022,300,Greene County,ELA,3rd through 8th,All Students,2438,603,1099,634,102,24.7,45.1,26,4.2,30.2
2022,300,Greene County,ELA,3rd through 8th,Black/Hispanic/Native American,223,69,97,50,7,31,43.5,22.4,3.1,25.6
2022,300,Greene County,ELA,3rd through 8th,Economically Disadvantaged,666,198,303,151,14,29.7,45.5,22.7,2.1,24.8
2022,300,Greene County,ELA,3rd through 8th,English Learners with Transitional 1-4,53,**,**,**,**,**,**,**,**,18.9
2022,300,Greene County,ELA,3rd through 8th,Students with Disabilities,341,**,**,**,**,**,**,**,**,6.7
2022,300,Greene County,ELA,3rd through 8th,Super Subgroup,1007,356,430,200,21,35.3,42.7,19.9,2.1,21.9
2022,300,Greene County,ELA,6th through 8th,All Students,1294,271,617,352,54,20.9,47.7,27.2,4.2,31.4
2022,300,Greene County,ELA,6th through 8th,Black/Hispanic/Native American,117,28,59,25,5,23.9,50.4,21.4,4.3,25.6
2022,300,Greene County,ELA,6th through 8th,Economically Disadvantaged,343,81,175,77,10,23.7,51,22.4,2.9,25.4
2022,300,Greene County,ELA,6th through 8th,English Learners with Transitional 1-4,31,**,**,**,**,**,**,**,**,19.4
2022,300,Greene County,ELA,6th through 8th,Students with Disabilities,157,**,**,**,**,**,**,**,**,1.9
2022,300,Greene County,ELA,6th through 8th,Super Subgroup,506,154,241,96,15,30.4,47.6,19,3,21.9
2022,300,Greene County,HS English,9th through 12th,All Students,932,126,468,272,66,13.5,50.2,29.2,7.1,36.3
2022,300,Greene County,HS English,9th through 12th,Black/Hispanic/Native American,85,11,45,25,4,13,52.9,29.4,4.7,34.1
2022,300,Greene County,HS English,9th through 12th,Economically Disadvantaged,245,45,138,52,10,18.4,56.3,21.2,4.1,25.3
2022,300,Greene County,HS English,9th through 12th,English Learners with Transitional 1-4,7,*,*,*,*,*,*,*,*,*
2022,300,Greene County,HS English,9th through 12th,Students with Disabilities,108,**,**,**,**,**,**,**,**,1.9
2022,300,Greene County,HS English,9th through 12th,Super Subgroup,355,80,193,71,11,22.5,54.4,20,3.1,23.1
2022,300,Greene County,HS Math,9th through 12th,All Students,1320,640,339,286,55,48.4,25.7,21.7,4.2,25.8
2022,300,Greene County,HS Math,9th through 12th,Black/Hispanic/Native American,110,57,22,26,5,51.9,20,23.6,4.5,28.2
2022,300,Greene County,HS Math,9th through 12th,Economically Disadvantaged,319,182,82,49,6,57,25.7,15.4,1.9,17.2
2022,300,Greene County,HS Math,9th through 12th,English Learners with Transitional 1-4,9,*,*,*,*,*,*,*,*,*
2022,300,Greene County,HS Math,9th through 12th,Students with Disabilities,109,96,9,2,2,88.1,8.3,1.8,1.8,3.7
2022,300,Greene County,HS Math,9th through 12th,Super Subgroup,459,276,104,68,11,60.1,22.7,14.8,2.4,17.2
2022,300,Greene County,Math,3rd through 5th,All Students,1140,300,415,324,101,26.3,36.4,28.4,8.9,37.3
2022,300,Greene County,Math,3rd through 5th,Black/Hispanic/Native American,107,28,41,31,7,26.2,38.3,29,6.5,35.5
2022,300,Greene County,Math,3rd through 5th,Economically Disadvantaged,319,106,133,59,21,33.2,41.7,18.5,6.6,25.1
2022,300,Greene County,Math,3rd through 5th,English Learners with Transitional 1-4,22,8,7,6,1,36.4,31.8,27.3,4.5,31.8
2022,300,Greene County,Math,3rd through 5th,Students with Disabilities,184,101,61,16,6,54.8,33.2,8.7,3.3,12
2022,300,Greene County,Math,3rd through 5th,Super Subgroup,498,184,192,92,30,36.9,38.6,18.5,6,24.5
2022,300,Greene County,Math,3rd through 8th,All Students,2439,570,882,747,240,23.4,36.2,30.6,9.8,40.5
2022,300,Greene County,Math,3rd through 8th,Black/Hispanic/Native American,224,57,73,76,18,25.5,32.6,33.9,8,42
2022,300,Greene County,Math,3rd through 8th,Economically Disadvantaged,662,202,261,158,41,30.5,39.4,23.9,6.2,30.1
2022,300,Greene County,Math,3rd through 8th,English Learners with Transitional 1-4,53,17,14,19,3,32.1,26.4,35.8,5.7,41.5
2022,300,Greene County,Math,3rd through 8th,Students with Disabilities,342,184,120,30,8,53.8,35.1,8.8,2.3,11.1
2022,300,Greene County,Math,3rd through 8th,Super Subgroup,1005,338,380,228,59,33.6,37.8,22.7,5.9,28.6
2022,300,Greene County,Math,6th through 8th,All Students,1299,270,467,423,139,20.7,36,32.6,10.7,43.3
2022,300,Greene County,Math,6th through 8th,Black/Hispanic/Native American,117,29,32,45,11,24.7,27.4,38.5,9.4,47.9
2022,300,Greene County,Math,6th through 8th,Economically Disadvantaged,343,96,128,99,20,28,37.3,28.9,5.8,34.7
2022,300,Greene County,Math,6th through 8th,English Learners with Transitional 1-4,31,9,7,13,2,29,22.6,41.9,6.5,48.4
2022,300,Greene County,Math,6th through 8th,Students with Disabilities,158,83,59,14,2,52.5,37.3,8.9,1.3,10.1
2022,300,Greene County,Math,6th through 8th,Super Subgroup,507,154,188,136,29,30.4,37.1,26.8,5.7,32.5
2022,300,Greene County,Science,3rd through 5th,All Students,1138,191,447,426,74,16.8,39.3,37.4,6.5,43.9
2022,300,Greene County,Science,3rd through 5th,Black/Hispanic/Native American,107,25,38,41,3,23.4,35.5,38.3,2.8,41.1
2022,300,Greene County,Science,3rd through 5th,Economically Disadvantaged,319,78,131,101,9,24.4,41.1,31.7,2.8,34.5
2022,300,Greene County,Science,3rd through 5th,English Learners with Transitional 1-4,22,9,7,5,1,41,31.8,22.7,4.5,27.3
2022,300,Greene County,Science,3rd through 5th,Students with Disabilities,181,58,79,38,6,32.1,43.6,21,3.3,24.3
2022,300,Greene County,Science,3rd through 5th,Super Subgroup,496,127,205,146,18,25.7,41.3,29.4,3.6,33.1
2022,300,Greene County,Science,3rd through 8th,All Students,2433,387,1059,855,132,16,43.5,35.1,5.4,40.6
2022,300,Greene County,Science,3rd through 8th,Black/Hispanic/Native American,225,48,105,66,6,21.3,46.7,29.3,2.7,32
2022,300,Greene County,Science,3rd through 8th,Economically Disadvantaged,661,151,306,186,18,22.9,46.3,28.1,2.7,30.9
2022,300,Greene County,Science,3rd through 8th,English Learners with Transitional 1-4,54,17,25,11,1,31.4,46.3,20.4,1.9,22.2
2022,300,Greene County,Science,3rd through 8th,Students with Disabilities,338,114,162,55,7,33.7,47.9,16.3,2.1,18.3
2022,300,Greene County,Science,3rd through 8th,Super Subgroup,1002,241,471,259,31,24.1,47,25.8,3.1,28.9
2022,300,Greene County,Science,6th through 8th,All Students,1295,196,612,429,58,15.1,47.3,33.1,4.5,37.6
2022,300,Greene County,Science,6th through 8th,Black/Hispanic/Native American,118,23,67,25,3,19.5,56.8,21.2,2.5,23.7
2022,300,Greene County,Science,6th through 8th,Economically Disadvantaged,342,73,175,85,9,21.3,51.2,24.9,2.6,27.5
2022,300,Greene County,Science,6th through 8th,English Learners with Transitional 1-4,32,**,**,**,**,**,**,**,**,18.8
2022,300,Greene County,Science,6th through 8th,Students with Disabilities,157,**,**,**,**,**,**,**,**,11.5
2022,300,Greene County,Science,6th through 8th,Super Subgroup,506,114,266,113,13,22.5,52.6,22.3,2.6,24.9
2022,300,Greene County,Social Studies,3rd through 8th,All Students,1296,252,455,476,113,19.5,35.1,36.7,8.7,45.4
2022,300,Greene County,Social Studies,3rd through 8th,Black/Hispanic/Native American,118,30,37,45,6,25.4,31.4,38.1,5.1,43.2
2022,300,Greene County,Social Studies,3rd through 8th,Economically Disadvantaged,344,90,125,117,12,26.2,36.3,34,3.5,37.5
2022,300,Greene County,Social Studies,3rd through 8th,English Learners with Transitional 1-4,32,9,12,10,1,28.1,37.5,31.3,3.1,34.4
2022,300,Greene County,Social Studies,3rd through 8th,Students with Disabilities,156,78,58,18,2,50,37.2,11.5,1.3,12.8
2022,300,Greene County,Social Studies,3rd through 8th,Super Subgroup,507,141,191,156,19,27.8,37.7,30.8,3.7,34.5
2022,300,Greene County,Social Studies,6th through 8th,All Students,1296,252,455,476,113,19.5,35.1,36.7,8.7,45.4
